Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Work Life Balance,Age,Attrition %,Daily Rate,Distance From Home,dummy,Education,Employee Count,Environment Satisfaction,female#,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,male#,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,Human Resources,Life Sciences,2040,Female,Human Resources,Single,Yes,Y,2,Good,35,0.00%,1146,26,0,4,1,3,1,31,3,3,4,0,8837,16642,1,16,3,3,80,0,9,9,0,1,7
No,Travel_Rarely,Research & Development,Medical,1608,Female,Research Director,Divorced,Yes,Y,4,Avg,44,0.00%,1313,7,0,3,1,2,1,31,3,5,4,0,19049,3549,0,14,3,4,80,1,23,22,7,1,10
No,Travel_Rarely,Research & Development,Life Sciences,1827,Female,Manufacturing Director,Divorced,Yes,Y,4,Good,47,0.00%,1001,4,0,3,1,3,1,92,2,3,2,0,10333,19271,8,12,3,3,80,1,28,22,11,14,10
No,Travel_Rarely,Research & Development,Medical,1674,Female,Laboratory Technician,Divorced,Yes,Y,2,Avg,49,0.00%,464,16,0,3,1,4,1,74,3,1,1,0,2587,24941,4,16,3,2,80,1,17,2,2,2,2
No,Travel_Rarely,Research & Development,Medical,1974,Female,Laboratory Technician,Divorced,Yes,Y,4,Good,31,0.00%,1276,2,0,1,1,4,1,59,1,1,4,0,1129,17536,1,11,3,3,80,3,1,1,0,0,0
No,Travel_Rarely,Research & Development,Other,1886,Female,Manufacturing Director,Married,Yes,Y,2,Good,35,0.00%,219,16,0,2,1,4,1,44,2,2,2,0,4788,25388,0,11,3,4,80,0,4,3,2,0,2
No,Travel_Rarely,Research & Development,Life Sciences,1893,Female,Research Scientist,Married,Yes,Y,3,Avg,26,0.00%,482,1,0,2,1,2,1,90,2,1,3,0,2933,14908,1,13,3,3,80,1,1,1,0,1,0
No,Travel_Rarely,Research & Development,Life Sciences,1724,Female,Manufacturing Director,Married,Yes,Y,3,Good,40,0.00%,369,8,0,2,1,2,1,92,3,2,1,0,6516,5041,2,16,3,2,80,1,18,1,0,0,0
No,Travel_Rarely,Research & Development,Medical,2009,Female,Healthcare Representative,Married,Yes,Y,6,Good,33,0.00%,501,15,0,2,1,2,1,95,3,2,4,0,4878,21653,0,13,3,1,80,1,10,9,7,8,1
No,Travel_Rarely,Research & Development,Life Sciences,1661,Female,Healthcare Representative,Married,Yes,Y,3,Good,49,0.00%,465,6,0,1,1,3,1,41,2,4,3,0,13966,11652,2,19,3,2,80,1,30,15,11,2,12
No,Travel_Rarely,Research & Development,Life Sciences,1703,Female,Healthcare Representative,Married,Yes,Y,2,Good,44,0.00%,921,2,0,3,1,3,1,96,4,3,4,0,7879,14810,1,19,3,2,80,1,9,8,7,6,7
No,Travel_Rarely,Research & Development,Medical,1638,Female,Manufacturing Director,Married,Yes,Y,6,Best,38,0.00%,397,2,0,2,1,4,1,54,2,3,3,0,7756,14199,3,19,3,4,80,1,10,5,4,0,2
No,Travel_Rarely,Research & Development,Life Sciences,1614,Female,Manufacturing Director,Married,Yes,Y,2,Good,36,0.00%,559,12,0,4,1,3,1,76,3,2,3,0,4663,12421,9,12,3,2,80,2,7,3,2,1,1
No,Travel_Rarely,Research & Development,Medical,1587,Female,Healthcare Representative,Single,Yes,Y,4,Good,35,0.00%,670,10,0,4,1,1,1,51,3,2,3,0,6142,4223,3,16,3,3,80,0,10,5,2,0,4
No,Travel_Rarely,Research & Development,Medical,1611,Female,Laboratory Technician,Single,Yes,Y,3,Good,45,0.00%,1015,5,0,5,1,3,1,50,1,2,1,0,5769,23447,1,14,3,1,80,0,10,10,7,1,4
No,Travel_Rarely,Research & Development,Medical,1980,Female,Manufacturing Director,Single,Yes,Y,3,Good,54,0.00%,157,10,0,3,1,3,1,77,3,2,1,0,4440,25198,6,19,3,4,80,0,9,5,2,1,4
No,Travel_Rarely,Research & Development,Life Sciences,1641,Female,Manufacturing Director,Single,Yes,Y,2,Avg,40,0.00%,448,16,0,3,1,3,1,84,3,3,4,0,7945,19948,6,15,3,4,80,0,18,4,2,3,3
No,Travel_Rarely,Sales,Marketing,1815,Female,Sales Executive,Divorced,Yes,Y,3,Best,41,0.00%,796,4,0,1,1,3,1,81,3,3,3,0,10447,26458,0,13,3,4,80,1,23,22,14,13,5
No,Travel_Rarely,Sales,Medical,1912,Female,Sales Executive,Divorced,Yes,Y,2,Good,31,0.00%,1079,10,0,2,1,3,1,86,3,2,4,0,6583,20115,2,11,3,4,80,1,8,5,2,1,4
No,Travel_Rarely,Sales,Life Sciences,1962,Female,Sales Executive,Married,Yes,Y,2,Good,35,0.00%,1224,7,0,4,1,3,1,55,3,2,4,0,5204,13586,1,11,3,4,80,0,10,10,8,0,9
No,Travel_Rarely,Sales,Medical,1915,Female,Sales Executive,Married,Yes,Y,3,Avg,34,0.00%,735,3,0,1,1,4,1,75,2,2,4,0,8103,16495,3,12,3,3,80,0,9,4,2,0,1
No,Travel_Rarely,Sales,Technical Degree,1880,Female,Sales Executive,Married,Yes,Y,4,Good,36,0.00%,1266,10,0,4,1,2,1,63,2,2,3,0,5673,6060,1,13,3,1,80,1,10,10,9,1,7
No,Travel_Rarely,Sales,Medical,1503,Female,Sales Executive,Married,Yes,Y,4,Avg,47,0.00%,571,14,0,3,1,3,1,78,3,2,3,0,4591,24200,3,17,3,3,80,1,11,5,4,1,2
No,Travel_Rarely,Sales,Life Sciences,1938,Female,Manager,Married,Yes,Y,2,Avg,58,0.00%,605,21,0,3,1,4,1,72,3,4,4,0,17875,11761,4,13,3,3,80,1,29,1,0,0,0
No,Travel_Rarely,Sales,Medical,1445,Female,Sales Executive,Married,Yes,Y,3,Good,24,0.00%,1476,4,0,1,1,4,1,42,3,2,3,0,4162,15211,1,12,3,3,80,2,5,5,4,0,3
No,Travel_Rarely,Sales,Marketing,1425,Female,Sales Executive,Single,Yes,Y,3,Good,36,0.00%,1174,3,0,4,1,1,1,99,3,2,2,0,9278,20763,3,16,3,4,80,0,15,5,4,0,1
No,Non-Travel,Research & Development,Life Sciences,1552,Male,Healthcare Representative,Divorced,Yes,Y,2,Good,40,0.00%,1142,8,0,2,1,4,0,72,3,2,4,1,4069,8841,3,18,3,3,80,0,8,2,2,2,2
No,Non-Travel,Research & Development,Medical,1948,Male,Research Scientist,Divorced,Yes,Y,3,Best,31,0.00%,976,3,0,2,1,3,0,48,3,1,1,1,3065,3995,1,13,3,4,80,1,4,4,2,2,3
No,Non-Travel,Research & Development,Life Sciences,1737,Male,Laboratory Technician,Married,Yes,Y,2,Good,39,0.00%,792,1,0,3,1,4,0,77,3,2,4,1,6472,8989,1,15,3,4,80,1,9,9,8,5,8
No,Non-Travel,Sales,Life Sciences,1774,Male,Sales Executive,Divorced,Yes,Y,3,Good,34,0.00%,1375,10,0,3,1,4,0,87,3,2,3,1,4001,12313,1,14,3,3,80,1,15,15,14,0,7
No,Travel_Frequently,Human Resources,Human Resources,1642,Male,Human Resources,Married,Yes,Y,3,Good,44,0.00%,602,1,0,5,1,1,0,37,3,2,4,1,5743,10503,4,11,3,3,80,0,14,10,7,0,2
No,Travel_Frequently,Human Resources,Other,1972,Male,Human Resources,Married,Yes,Y,2,Good,38,0.00%,1444,1,0,4,1,4,0,88,3,1,2,1,2991,5224,0,11,3,2,80,1,7,6,2,1,2
No,Travel_Frequently,Research & Development,Life Sciences,1837,Male,Research Director,Married,Yes,Y,3,Good,58,0.00%,1216,15,0,4,1,1,0,87,3,4,3,1,15787,21624,2,14,3,2,80,0,23,2,2,2,2
No,Travel_Frequently,Research & Development,Other,1932,Male,Research Scientist,Married,Yes,Y,3,Good,34,0.00%,735,22,0,4,1,3,0,86,2,2,4,1,5747,26496,1,15,3,2,80,0,16,15,10,6,11
No,Travel_Frequently,Research & Development,Life Sciences,1594,Male,Laboratory Technician,Married,Yes,Y,3,Good,36,0.00%,1302,6,0,4,1,1,0,80,4,2,1,1,5562,19711,3,13,3,4,80,1,9,3,2,0,2
No,Travel_Frequently,Research & Development,Medical,1606,Male,Healthcare Representative,Married,Yes,Y,3,Good,50,0.00%,1234,20,0,5,1,2,0,41,3,4,3,1,11245,20689,2,15,3,3,80,1,32,30,8,12,13
No,Travel_Frequently,Research & Development,Life Sciences,1547,Male,Healthcare Representative,Married,Yes,Y,3,Bad,42,0.00%,288,2,0,3,1,4,0,40,3,3,4,1,10124,18611,2,14,3,3,80,1,24,20,8,13,9
No,Travel_Frequently,Research & Development,Life Sciences,2049,Male,Healthcare Representative,Married,Yes,Y,2,Best,35,0.00%,1199,18,0,4,1,3,0,80,3,2,3,1,5689,24594,1,14,3,4,80,2,10,10,2,0,2
No,Travel_Frequently,Research & Development,Medical,1704,Male,Research Scientist,Single,Yes,Y,2,Best,35,0.00%,146,2,0,4,1,1,0,79,2,1,4,1,4930,13970,0,14,3,3,80,0,6,5,4,1,4
No,Travel_Frequently,Research & Development,Medical,1496,Male,Manufacturing Director,Single,Yes,Y,2,Avg,44,0.00%,1193,2,0,1,1,2,0,86,3,3,3,1,10209,19719,5,18,3,2,80,0,16,2,2,2,2
No,Travel_Frequently,Research & Development,Medical,1539,Male,Research Director,Single,Yes,Y,2,Good,50,0.00%,333,22,0,5,1,3,0,88,1,4,4,1,14411,24450,1,13,3,4,80,0,32,32,6,13,9
No,Travel_Frequently,Research & Development,Life Sciences,1753,Male,Healthcare Representative,Single,Yes,Y,5,Best,29,0.00%,461,1,0,3,1,4,0,70,4,2,3,1,6294,23060,8,12,3,4,80,0,10,3,2,0,2
No,Travel_Frequently,Sales,Life Sciences,1927,Male,Sales Executive,Married,Yes,Y,2,Good,28,0.00%,783,1,0,2,1,3,0,42,2,2,4,1,6834,19255,1,12,3,3,80,1,7,7,7,0,7
No,Travel_Rarely,Human Resources,Human Resources,1973,Male,Manager,Married,Yes,Y,0,Good,55,0.00%,189,26,0,4,1,3,0,71,4,5,2,1,19636,25811,4,18,3,1,80,1,35,10,9,1,4
No,Travel_Rarely,Research & Development,Medical,1460,Male,Healthcare Representative,Divorced,Yes,Y,2,Good,45,0.00%,1038,20,0,3,1,2,0,95,1,3,1,1,10851,19863,2,18,3,2,80,1,24,7,7,0,7
No,Travel_Rarely,Research & Development,Medical,1789,Male,Research Director,Divorced,Yes,Y,3,Good,46,0.00%,734,2,0,4,1,3,0,46,3,5,4,1,19328,14218,7,17,3,3,80,1,24,2,1,2,2
No,Travel_Rarely,Research & Development,Life Sciences,1998,Male,Research Scientist,Divorced,Yes,Y,3,Avg,42,0.00%,557,18,0,4,1,4,0,35,3,2,1,1,5410,11189,6,17,3,3,80,1,9,4,3,1,2
No,Travel_Rarely,Research & Development,Other,1992,Male,Laboratory Technician,Divorced,Yes,Y,2,Avg,25,0.00%,977,2,0,1,1,4,0,57,3,1,3,1,3977,7298,6,19,3,3,80,1,7,2,2,0,2
No,Travel_Rarely,Research & Development,Medical,1448,Male,Research Scientist,Married,Yes,Y,5,Avg,41,0.00%,1283,5,0,5,1,2,0,90,4,1,3,1,2127,5561,2,12,3,1,80,0,7,4,2,0,3
No,Travel_Rarely,Research & Development,Life Sciences,1501,Male,Healthcare Representative,Married,Yes,Y,2,Good,55,0.00%,1229,4,0,4,1,4,0,30,3,2,3,1,4035,16143,0,16,3,2,80,0,4,3,2,1,2
No,Travel_Rarely,Research & Development,Medical,1766,Male,Healthcare Representative,Married,Yes,Y,2,Good,38,0.00%,833,18,0,3,1,2,0,60,1,2,4,1,5811,24539,3,16,3,3,80,1,15,1,0,1,0
No,Travel_Rarely,Research & Development,Life Sciences,1549,Male,Laboratory Technician,Married,Yes,Y,3,Good,33,0.00%,589,28,0,4,1,2,0,79,3,2,3,1,5207,22949,1,12,3,2,80,1,15,15,14,5,7
No,Travel_Rarely,Research & Development,Other,2053,Male,Laboratory Technician,Married,Yes,Y,2,Good,29,0.00%,1378,13,0,2,1,4,0,46,2,2,2,1,4025,23679,4,13,3,1,80,1,10,4,3,0,3
No,Travel_Rarely,Research & Development,Life Sciences,1790,Male,Healthcare Representative,Married,Yes,Y,1,Good,36,0.00%,1383,10,0,3,1,4,0,90,3,3,1,1,8321,25949,7,13,3,4,80,1,15,12,8,5,7
No,Travel_Rarely,Research & Development,Medical,2003,Male,Laboratory Technician,Married,Yes,Y,3,Good,35,0.00%,1490,11,0,4,1,4,0,43,3,1,3,1,2660,20232,7,11,3,3,80,1,5,2,2,2,2
No,Travel_Rarely,Research & Development,Technical Degree,1465,Male,Manufacturing Director,Married,Yes,Y,4,Best,45,0.00%,1448,29,0,3,1,2,0,55,3,3,4,1,9380,14720,4,18,3,4,80,2,10,3,1,1,2
No,Travel_Rarely,Research & Development,Medical,1755,Male,Research Scientist,Married,Yes,Y,3,Good,34,0.00%,181,2,0,4,1,4,0,97,4,1,4,1,2932,5586,0,14,3,1,80,3,6,5,0,1,2
No,Travel_Rarely,Research & Development,Medical,1586,Male,Laboratory Technician,Single,Yes,Y,3,Good,29,0.00%,1370,3,0,1,1,2,0,87,3,1,1,1,4723,16213,1,18,3,4,80,0,10,10,9,1,5
No,Travel_Rarely,Research & Development,Medical,2020,Male,Research Scientist,Single,Yes,Y,2,Good,44,0.00%,1037,1,0,3,1,2,0,42,3,1,4,1,2436,13422,6,12,3,3,80,0,6,4,3,1,2
No,Travel_Rarely,Research & Development,Life Sciences,1515,Male,Healthcare Representative,Single,Yes,Y,6,Good,33,0.00%,516,8,0,5,1,4,0,69,3,2,3,1,6388,22049,2,17,3,1,80,0,14,0,0,0,0
No,Travel_Rarely,Sales,Medical,1669,Male,Sales Executive,Divorced,Yes,Y,3,Avg,29,0.00%,991,5,0,3,1,1,0,43,2,2,2,1,4187,3356,1,13,3,2,80,1,10,10,0,0,9
No,Travel_Rarely,Sales,Life Sciences,1732,Male,Sales Executive,Divorced,Yes,Y,5,Avg,46,0.00%,1277,2,0,3,1,3,0,74,3,3,4,1,10368,5596,4,12,3,2,80,1,13,10,6,0,3
No,Travel_Rarely,Sales,Marketing,1943,Male,Sales Executive,Divorced,Yes,Y,4,Good,42,0.00%,419,12,0,4,1,2,0,77,3,2,4,1,5087,2900,3,12,3,3,80,2,14,0,0,0,0
No,Travel_Rarely,Sales,Technical Degree,1535,Male,Sales Executive,Married,Yes,Y,3,Good,34,0.00%,971,1,0,3,1,4,0,64,2,3,3,1,7083,12288,1,14,3,4,80,0,10,10,9,8,6
No,Travel_Rarely,Sales,Marketing,1591,Male,Manager,Married,Yes,Y,2,Good,50,0.00%,264,9,0,3,1,3,0,59,3,5,3,1,19331,19519,4,16,3,3,80,1,27,1,0,0,0
No,Travel_Rarely,Sales,Medical,1706,Male,Sales Executive,Married,Yes,Y,3,Good,43,0.00%,1179,2,0,3,1,4,0,73,3,2,4,1,7847,6069,1,17,3,1,80,1,10,10,9,8,8
No,Travel_Rarely,Sales,Life Sciences,1882,Male,Sales Executive,Married,Yes,Y,3,Good,34,0.00%,1480,4,0,3,1,3,0,64,3,3,4,1,9713,24444,2,13,3,4,80,3,9,5,3,1,0
No,Travel_Rarely,Sales,Medical,2021,Male,Sales Representative,Single,Yes,Y,6,Good,21,0.00%,501,5,0,1,1,3,0,58,3,1,1,1,2380,25479,1,11,3,4,80,0,2,2,2,1,2
No,Travel_Rarely,Sales,Life Sciences,1678,Male,Sales Executive,Single,Yes,Y,2,Good,41,0.00%,1206,23,0,2,1,4,0,80,3,3,3,1,7082,11591,3,16,3,4,80,0,21,2,0,0,2
No,Non-Travel,Research & Development,Medical,1979,Female,Research Director,Married,No,Y,2,Best,31,0.00%,697,10,0,3,1,3,1,40,3,3,3,0,11031,26862,4,20,4,3,80,1,13,11,7,4,8
No,Non-Travel,Sales,Life Sciences,1845,Female,Sales Executive,Married,No,Y,3,Best,45,0.00%,589,2,0,4,1,3,1,67,3,2,3,0,5154,19665,4,22,4,2,80,2,10,8,7,5,7
No,Travel_Frequently,Research & Development,Medical,1520,Female,Manager,Divorced,No,Y,2,Good,54,0.00%,1050,11,0,4,1,2,1,87,3,4,4,0,16032,24456,3,20,4,1,80,1,26,14,9,1,12
No,Travel_Frequently,Research & Development,Medical,1675,Female,Laboratory Technician,Single,No,Y,3,Good,38,0.00%,148,2,0,3,1,4,1,42,2,1,2,0,2440,23826,1,22,4,2,80,0,4,4,3,3,3
No,Travel_Frequently,Research & Development,Technical Degree,1736,Female,Manufacturing Director,Single,No,Y,3,Avg,31,0.00%,163,24,0,1,1,4,1,30,3,2,4,0,5238,6670,2,20,4,4,80,0,9,5,4,1,4
No,Travel_Rarely,Human Resources,Life Sciences,1744,Female,Human Resources,Married,No,Y,2,Best,45,0.00%,176,4,0,3,1,3,1,56,1,3,3,0,9756,6595,4,21,4,3,80,2,9,5,0,0,3
No,Travel_Rarely,Research & Development,Medical,1622,Female,Manufacturing Director,Divorced,No,Y,5,Avg,28,0.00%,580,27,0,3,1,2,1,39,1,2,1,0,4877,20460,0,21,4,2,80,1,6,5,3,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1581,Female,Research Scientist,Married,No,Y,5,Good,26,0.00%,474,3,0,3,1,1,1,89,3,1,4,0,2061,11133,1,21,4,1,80,0,1,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,2034,Female,Manufacturing Director,Married,No,Y,3,Good,41,0.00%,582,28,0,4,1,1,1,60,2,4,2,0,13570,5640,0,23,4,3,80,1,21,20,7,0,10
No,Travel_Rarely,Research & Development,Life Sciences,1441,Female,Research Scientist,Married,No,Y,3,Best,56,0.00%,1255,1,0,2,1,1,1,90,3,1,1,0,2066,10494,2,22,4,4,80,1,5,3,2,1,0
No,Travel_Rarely,Research & Development,Medical,1665,Female,Manager,Married,No,Y,6,Good,54,0.00%,584,22,0,5,1,2,1,91,3,4,3,0,17426,18685,3,25,4,3,80,1,36,10,8,4,7
No,Travel_Rarely,Research & Development,Medical,1509,Female,Laboratory Technician,Married,No,Y,3,Good,49,0.00%,271,3,0,2,1,3,1,43,2,2,1,0,4789,23070,4,25,4,1,80,1,10,3,2,1,2
No,Travel_Rarely,Research & Development,Medical,1834,Female,Research Scientist,Married,No,Y,3,Good,28,0.00%,1217,1,0,3,1,3,1,67,3,1,1,0,3591,12719,1,25,4,3,80,1,3,3,2,1,2
No,Travel_Rarely,Sales,Medical,1864,Female,Sales Representative,Married,No,Y,5,Good,27,0.00%,728,23,0,1,1,2,1,36,2,2,3,0,3540,7018,1,21,4,4,80,1,9,9,8,5,8
No,Travel_Rarely,Sales,Marketing,1909,Female,Sales Executive,Married,No,Y,3,Good,41,0.00%,337,8,0,3,1,3,1,54,3,2,2,0,4393,26841,5,21,4,3,80,1,14,5,4,1,4
No,Travel_Rarely,Sales,Life Sciences,1554,Female,Sales Representative,Married,No,Y,5,Good,35,0.00%,1402,28,0,4,1,2,1,98,2,1,3,0,2430,26204,0,23,4,1,80,2,6,5,3,4,2
No,Travel_Rarely,Sales,Marketing,2035,Female,Sales Executive,Married,No,Y,2,Good,34,0.00%,704,28,0,3,1,4,1,95,2,2,3,0,6712,8978,1,21,4,4,80,2,8,8,7,1,7
No,Non-Travel,Research & Development,Life Sciences,2026,Male,Healthcare Representative,Divorced,No,Y,2,Avg,56,0.00%,667,1,0,4,1,3,0,57,3,2,3,1,6306,26236,1,21,4,1,80,1,13,13,12,1,9
No,Non-Travel,Research & Development,Life Sciences,1949,Male,Laboratory Technician,Married,No,Y,3,Good,36,0.00%,1351,9,0,4,1,1,0,66,4,1,2,1,2810,9238,1,22,4,2,80,0,5,5,4,0,2
No,Non-Travel,Research & Development,Life Sciences,1712,Male,Healthcare Representative,Married,No,Y,3,Avg,45,0.00%,1238,1,0,1,1,3,0,74,2,3,3,1,10748,3395,3,23,4,4,80,1,25,23,15,14,4
No,Non-Travel,Research & Development,Technical Degree,1854,Male,Research Scientist,Married,No,Y,1,Avg,42,0.00%,355,10,0,4,1,3,0,38,3,1,3,1,2936,6161,3,22,4,2,80,2,10,6,3,3,3
No,Non-Travel,Research & Development,Medical,1693,Male,Laboratory Technician,Single,No,Y,5,Good,26,0.00%,786,7,0,3,1,4,0,76,3,1,4,1,2570,11925,1,20,4,3,80,0,7,7,7,5,7
No,Non-Travel,Sales,Medical,1824,Male,Manager,Divorced,No,Y,0,Avg,58,0.00%,350,2,0,3,1,2,0,52,3,4,2,1,16291,22577,4,22,4,4,80,1,37,16,9,14,14
No,Non-Travel,Sales,Marketing,2036,Male,Sales Executive,Divorced,No,Y,4,Avg,36,0.00%,301,15,0,4,1,4,0,88,1,2,4,1,5406,10436,1,24,4,1,80,1,15,15,12,11,11
No,Travel_Frequently,Human Resources,Human Resources,1890,Male,Human Resources,Single,No,Y,2,Avg,36,0.00%,1213,2,0,1,1,2,0,94,2,2,4,1,3886,4223,1,21,4,4,80,0,10,10,1,0,8
No,Travel_Frequently,Research & Development,Life Sciences,1970,Male,Healthcare Representative,Divorced,No,Y,2,Good,33,0.00%,1303,7,0,2,1,4,0,36,3,2,3,1,5968,18079,1,20,4,3,80,3,9,9,7,2,8
No,Travel_Frequently,Research & Development,Life Sciences,1956,Male,Research Scientist,Married,No,Y,6,Good,31,0.00%,1125,1,0,3,1,4,0,48,1,2,1,1,5003,5771,1,21,4,2,80,0,10,10,8,8,7
No,Travel_Frequently,Research & Development,Medical,1644,Male,Manager,Married,No,Y,3,Good,48,0.00%,365,4,0,5,1,3,0,89,2,4,4,1,15202,5602,2,25,4,2,80,1,23,2,2,2,2
No,Travel_Frequently,Sales,Life Sciences,1849,Male,Sales Executive,Married,No,Y,5,Good,43,0.00%,1422,2,0,4,1,1,0,92,3,2,4,1,5675,19246,1,20,4,3,80,1,7,7,7,7,7
No,Travel_Rarely,Human Resources,Life Sciences,1499,Male,Human Resources,Divorced,No,Y,3,Best,30,0.00%,330,1,0,3,1,3,0,46,3,1,3,1,2064,15428,0,21,4,1,80,1,6,5,3,1,3
No,Travel_Rarely,Research & Development,Medical,1697,Male,Healthcare Representative,Divorced,No,Y,2,Best,60,0.00%,370,1,0,4,1,3,0,92,1,3,4,1,10883,20467,3,20,4,3,80,1,19,1,0,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1664,Male,Healthcare Representative,Divorced,No,Y,3,Good,36,0.00%,1040,3,0,2,1,4,0,79,4,2,1,1,6842,26308,6,20,4,1,80,1,13,5,4,0,4
No,Travel_Rarely,Research & Development,Life Sciences,1772,Male,Laboratory Technician,Divorced,No,Y,2,Good,41,0.00%,548,9,0,4,1,3,0,94,3,1,1,1,2289,20520,1,20,4,2,80,2,5,5,3,0,4
No,Travel_Rarely,Research & Development,Medical,1768,Male,Laboratory Technician,Divorced,No,Y,6,Avg,42,0.00%,855,12,0,3,1,2,0,57,3,1,2,1,2766,8952,8,22,4,2,80,3,7,5,3,0,4
No,Travel_Rarely,Research & Development,Medical,1654,Male,Manufacturing Director,Married,No,Y,3,Good,39,0.00%,492,12,0,3,1,4,0,66,3,2,2,1,5295,7693,4,21,4,3,80,0,7,5,4,1,0
No,Travel_Rarely,Research & Development,Medical,1936,Male,Manufacturing Director,Married,No,Y,3,Good,39,0.00%,867,9,0,2,1,1,0,87,3,2,1,1,5151,12315,1,25,4,4,80,1,10,10,0,7,9
No,Travel_Rarely,Research & Development,Technical Degree,1873,Male,Research Scientist,Married,No,Y,2,Best,55,0.00%,836,2,0,4,1,2,0,98,2,1,4,1,2662,7975,8,20,4,2,80,1,19,5,2,0,4
No,Travel_Rarely,Research & Development,Life Sciences,1483,Male,Research Scientist,Married,No,Y,2,Avg,57,0.00%,405,1,0,2,1,2,0,93,4,2,3,1,4900,2721,0,24,4,1,80,1,13,12,9,2,8
No,Travel_Rarely,Research & Development,Life Sciences,1666,Male,Research Director,Married,No,Y,3,Good,43,0.00%,1291,15,0,2,1,3,0,65,2,4,3,1,17603,3525,1,24,4,1,80,1,14,14,10,6,11
No,Travel_Rarely,Research & Development,Life Sciences,1999,Male,Research Scientist,Married,No,Y,3,Good,41,0.00%,642,1,0,3,1,4,0,76,3,1,4,1,2782,21412,3,22,4,1,80,1,12,5,3,1,0
No,Travel_Rarely,Research & Development,Technical Degree,1546,Male,Research Scientist,Married,No,Y,3,Good,45,0.00%,950,28,0,3,1,4,0,97,3,1,4,1,2132,4585,4,20,4,4,80,1,8,5,4,0,3
No,Travel_Rarely,Research & Development,Medical,1993,Male,Healthcare Representative,Single,No,Y,3,Good,47,0.00%,1180,25,0,3,1,1,0,84,3,3,3,1,8633,13084,2,23,4,2,80,0,25,17,14,12,11
No,Travel_Rarely,Research & Development,Medical,1800,Male,Research Director,Single,No,Y,3,Good,39,0.00%,1253,10,0,1,1,3,0,65,3,3,3,1,13464,7914,7,21,4,3,80,0,9,4,3,2,2
No,Travel_Rarely,Research & Development,Medical,1516,Male,Manager,Single,No,Y,5,Best,32,0.00%,495,10,0,3,1,3,0,64,3,3,4,1,11244,21072,2,25,4,2,80,0,10,5,2,0,0
No,Travel_Rarely,Research & Development,Life Sciences,1966,Male,Manufacturing Director,Single,No,Y,1,Good,32,0.00%,1373,5,0,4,1,4,0,56,2,2,4,1,9679,10138,8,24,4,2,80,0,8,1,0,0,0
No,Travel_Rarely,Research & Development,Other,1595,Male,Manager,Single,No,Y,2,Good,42,0.00%,1059,9,0,2,1,4,0,93,2,5,4,1,19613,26362,8,22,4,4,80,0,24,1,0,0,1
No,Travel_Rarely,Sales,Marketing,1578,Male,Manager,Married,No,Y,3,Good,55,0.00%,685,26,0,5,1,3,0,60,2,5,4,1,19586,23037,1,21,4,3,80,1,36,36,6,2,13
No,Travel_Rarely,Sales,Technical Degree,1823,Male,Sales Executive,Married,No,Y,5,Good,34,0.00%,810,8,0,2,1,2,0,92,4,2,3,1,6799,22128,1,21,4,3,80,2,10,10,8,4,8
No,Travel_Rarely,Sales,Marketing,1950,Male,Sales Executive,Single,No,Y,3,Avg,34,0.00%,937,1,0,3,1,1,0,32,3,3,4,1,9888,6770,1,21,4,1,80,0,14,14,8,2,1
No,Non-Travel,Research & Development,Medical,1775,Female,Manufacturing Director,Married,Yes,Y,2,Avg,53,0.00%,661,1,0,4,1,1,1,60,2,4,3,0,12965,22308,4,20,4,4,80,3,27,3,2,0,2
No,Non-Travel,Sales,Life Sciences,1681,Female,Sales Executive,Divorced,Yes,Y,2,Good,33,0.00%,530,16,0,3,1,3,1,36,3,2,4,0,5368,16130,1,25,4,3,80,1,7,6,5,1,2
No,Travel_Rarely,Research & Development,Life Sciences,2017,Female,Research Director,Married,Yes,Y,2,Good,37,0.00%,161,10,0,3,1,3,1,42,4,3,4,0,13744,15471,1,25,4,1,80,1,16,16,11,6,8
No,Travel_Rarely,Research & Development,Medical,1423,Female,Research Director,Married,Yes,Y,3,Good,58,0.00%,1055,1,0,3,1,4,1,76,3,5,1,0,19701,22456,3,21,4,3,80,1,32,9,8,1,5
No,Travel_Rarely,Research & Development,Other,1847,Female,Research Scientist,Married,Yes,Y,2,Good,36,0.00%,430,2,0,4,1,4,1,73,3,2,2,0,6962,19573,4,22,4,4,80,1,15,1,0,0,0
No,Travel_Rarely,Sales,Other,2018,Female,Sales Executive,Divorced,Yes,Y,3,Avg,25,0.00%,1382,8,0,2,1,1,1,85,3,2,3,0,4907,13684,0,22,4,2,80,1,6,5,3,0,4
No,Travel_Rarely,Sales,Marketing,1835,Female,Sales Representative,Married,Yes,Y,4,Avg,38,0.00%,723,2,0,4,1,2,1,77,1,2,4,0,5405,4244,2,20,4,1,80,2,20,4,2,0,3
